Model loaded
46 家
家 上
上 市
市 公司
公司 不
不 能
能 确定
确定 前
前 三季度
三季度 的
的 公司
公司 业绩
业绩 从
从 上述
上述 业绩
业绩 预告
预告 中
中 可以
可以 看到
看到 53
53 03
03 报喜
报喜 比例
比例 意味着
意味着 上述
上述 上市
上市 公司
公司 三季度
三季度 整体
整体 业绩
业绩 已
已 呈现
呈现 喜忧参半
喜忧参半 的
的 迹象
迹象 业绩
业绩 增幅
增幅 方面
方面 大部分
大部分 公司
公司 前
前 三
三 季
季 业绩
业绩 之所以
之所以 取得
取得 大幅度
大幅度 增长
增长 其
其 原因
原因 则
则 在于
在于 其
其 2007年
2007年 同期
同期 净利润
净利润 基数
基数 较
较 低
低 并且
并且 今年
今年 来
来 主营业务
主营业务 收入
收入 增长
增长 迅猛
迅猛 在
在 324
324 家
家 报喜
报喜 公司
公司 中
中 预计
预计 今年
今年 前
前 三季度
三季度 业绩
业绩 比
比 去年
去年 同期
同期 增幅
增幅 大于
大于 500
500 的
的 公司
公司 共有
共有 13
13 家
家 这
这 13
13 家
家 公司
公司 仅
仅 有
有 盘江
盘江 股份
股份 一
一 家
家 去年
去年 每股
每股 收益
收益 达到
达到 0
0 1
1 元
元 以上
以上 其余
其余 业绩
业绩 均
均 不
不 理想
理想 但
但 这
这 13
13 家
家 高
高 增长
增长 公司
公司 中
中 多
多 达
达 10
10 家
家 公司
公司 将
将 其
其 业绩
业绩 预增
预增 归
归 因
因 于
于 主营业务
主营业务 收入
收入 的
的 增长
增长 而
而 在
在 预亏
预亏 的
的 公司
公司 中
中 尽管
尽管 具体
具体 预亏
预亏 原因
原因 各
各 有
有 不
不 同
同 但
但 行业
行业 景气度
景气度 的
的 差异化
差异化 成为
成为 影响
影响 上市
上市 公司
公司 业绩
业绩 的
的 主要
主要 原因
原因 我们
我们 从
从 行业
行业 的
的 角度
角度 去
去 分析
分析 承载
承载 着
着 上半年
上半年 的
的 高速
高速 增长
增长 态势
态势 煤炭
煤炭 钢铁
钢铁 行业
行业 整体
整体 业绩
业绩 在
在 今年
今年 前
前 三
三 季
季 仍
仍 将
将 维持
维持 惯性
惯性 增长
增长 而
而 保险
保险 电力
电力 汽车
汽车 等
等 行业
行业 可谓
可谓 阴云
阴云 密布
密布 已
已 发布
发布 业绩
业绩 预告
预告 的
的 13
13 家
家 煤炭
煤炭 公司
公司 均
均 预计
预计 前
前 三季度
三季度 业绩
业绩 将
将 实现
实现 高
高 增长
增长 盘江
盘江 股份
股份 兖州
兖州 煤业
煤业 等
等 10
10 家
家 公司
公司 的
的 业绩
业绩 预增
预增 幅度
幅度 较
较 去年
去年 同期
同期 更
更 是
是 超过
超过 了
了 100
100 钢铁
钢铁 行
行 业
业 尽管
尽管 宝钢
宝钢 股份
股份 等
等 大盘
大盘 蓝筹
蓝筹 企业
企业 并
并 未
未 进行
进行 业绩
业绩 预告
预告 但
但 行业
行业 内
内 中小型
中小型 企业
企业 喜报
喜报 连连
连连 八一
八一 钢铁
钢铁 三
三 钢
钢 闽光
闽光 等
等 发布
发布 预告
预告 的
的 3
3 家
家 钢
钢 企均
企均 预计
预计 业绩
业绩 将
将 大幅
大幅 增长
增长 纵观
纵观 这
这 两
两 个
个 行业
行业 的
的 上市
上市 公司
公司 产品
产品 销量
销量 的
的 增加
增加 以及
以及 售
售 价
价 的
的 上涨
上涨 是
是 其
其 业绩
业绩 预增
预增 的
的 主因
主因 而
而 景气度
景气度 不
不 甚
甚 乐观
乐观 的
的 行业
行业 主要
主要 有
有 五
五 个
个 包括
包括 保险
保险 电力
电力 汽车
汽车 食品
食品 饮料
饮料 金融
金融 等
等 由于
由于 保险
保险 公司
公司 的
的 利润
利润 要
要 通过
通过 投资
投资 获得
获得 投资
投资 收益
收益 高低
高低 对
对 业绩
业绩 高低
高低 起
起 着
着 举足轻重
举足轻重 作用
作用 前
前 三季度
三季度 A
A 股
股 市场
市场 呈现
呈现 单边
单边 下跌
下跌 走势
走势 三
三 家
家 保险
保险 上市
上市 公司
公司 中国
中国 平安
平安 中国
中国 人
人 寿
寿 和
和 中国
中国 太
太 保
保 都
都 缩减
缩减 了
了 权益
权益 类
类 证券
证券 投资
投资 而
而 将
将 债券
债券 定期
定期 存款
存款 等
等 稳健型
稳健型 品种
品种 作为
作为 投资
投资 首选
首选 即便
即便 如此
如此 三
三 家
家 保险
保险 公司
公司 的
的 投资
投资 收益
收益 与
与 可
可 供
供 出售
出售 金融
金融 资产
资产 浮盈
浮盈 缩水
缩水 都
都 毫
毫 无
无 悬念
悬念 因此
因此 三季报
三季报 都
都 面临
面临 严峻
严峻 考验
考验 中国
中国 平安
平安 10月
10月 6日
6日 发布
发布 的
的 预亏
预亏 公告
公告 更
更 是
是 为
为 保险业
保险业 蒙
蒙 上
上 一
一 层
层 阴影
阴影 对
对 富通
富通 投资
投资 157亿
157亿 元
元 市值
市值 损失
损失 进行
进行 减值
减值 准备
准备 将
将 使得
使得 平安
平安 三季度
三季度 出现
出现 巨
巨 亏
亏 其实
其实 在
在 中期
中期 报告
报告 中
中 三
三 大
大 保险
保险 公司
公司 的
的 投资
投资 情况
情况 都
都 很
很 不
不 乐观
乐观 甚至
甚至 没有
没有 跑
跑 赢
赢 通账
通账 水平
水平 中国
中国 人寿
人寿 的
的 总
总 投资
投资 收益率
收益率 仅
仅 为
为 2
2 33
33 这
这 一
一 数据
数据 远远
远远 输
输 给
给 了
了 同期
同期 5
5 5
5 的
的 CPI
CPI 指数
指数 中国
中国 平安
平安 和
和 中国
中国 太
太 保
保 也
也 只有
只有 3
3 6
6 和
和 5
5 24
24 电力
电力 公司
公司 的
的 亏损
亏损 主要
主要 受到
受到 煤炭
煤炭 涨
涨 价
价 因素
因素 的
的 拖累
拖累 统计
统计 显示
显示 包括
包括 华能
华能 国际
国际 华电
华电 国际
国际 在内
在内 的
的 18
18 家
家 电力
电力 公司
公司 均
均 因
因 煤
煤 价
价 上涨
上涨 而
而 预计
预计 今年
今年 前
前 三季度
三季度 业绩
业绩 将
将 出现
出现 亏损
亏损 汽车
汽车 行业
行业 饱受
饱受 需求
需求 和
和 成本
成本 的
的 双重
双重 挤压
挤压 在
在 股市
股市 大
大 跌
跌 油
油 价
价 上涨
上涨 等
等 多重
多重 因素
因素 作用
作用 下
下 汽车
汽车 行业
行业 需求
需求 回落
回落 业绩
业绩 增速
增速 下降
下降 我国
我国 的
的 汽车
汽车 产销
产销 增速
增速 开始
开始 持续
持续 下滑
下滑 8月份
8月份 甚至
甚至 同比
同比 出现
出现 负
负 增长
增长 在
在 业绩
业绩 预亏
预亏 的
的 上市
上市 公司
公司 中
中 ST昌河
ST昌河 ST宝龙
ST宝龙 仍旧
仍旧 列位
列位 其中
其中 金融
金融 行业
行业 业绩
业绩 也
也 面临
面临 着
着 考验
考验 尽管
尽管 目前
目前 仅
仅 有
有 太平洋
太平洋 一
一 家
家 公司
公司 预亏
预亏 但
但 不
不 能
能 改变
改变 银行
银行 股
股 业绩
业绩 见
见 顶
顶 的
的 趋势
趋势 降
降 息
息 的
的 提前
提前 启动
启动 减
减 低
低 了
了 银行
银行 在
在 信贷
信贷 放松
放松 之后
之后 跑
跑 出
出 超额
超额 收益
收益 的
的 可能
可能 不
不 过
过 由于
由于 时间差
时间差 的
的 关系
关系 此次
此次 降
降 息
息 对
对 银行
银行 三
三 季报
季报 甚至
甚至 年报
年报 或许
或许 影响
影响 不
不 大
大 但是
但是 2009年
2009年 的
的 业绩
业绩 增长
增长 则
则 会
会 因
因 此
此 减缓
减缓 海通
海通 证券
证券 则
则 认为
认为 如果
如果 半
半 年
年 内
内 央行
央行 继
继 续
续 不
不 对称
对称 调息
调息 那
那 么
么 2009年
2009年 银行
银行 股
股 业绩
业绩 将
将 出现
出现 负
负 增长
增长 对于
对于 证券
证券 公司
公司 来
来 说
说 这次
这次 熊市
熊市 或
或 将
将 导致
导致 券商
券商 业绩
业绩 大幅
大幅 下降
下降 大多数
大多数 券商
券商 在
在 上半年
上半年 已经
已经 将
将 自营
自营 浮盈
浮盈 释放
释放 完
完 毕
毕 甚至
甚至 出现
出现 了
了 投资
投资 浮亏
浮亏 但
但 由于
由于 多数
多数 券商
券商 为
为 了
了 中期
中期 业绩
业绩 好看
好看 未
未 对
对 可
可 供
供 出售
出售 金融
金融 资产
资产 计
计 提
提 减值
减值 准备
准备 这
这 部分
部分 亏损
亏损 将
将 对
对 券商
券商 三季度
三季度 或者
或者 今后
今后 的
的 业绩
业绩 形成
形成 拖累
拖累 食品
食品 饮料业
饮料业 的
的 诚信
诚信 危机
危机 将
将 在
在 很
很 大
大 程度
程度 上
上 打击
打击 相关
相关 公司
公司 业绩
业绩 中金
中金 公司
公司 认为
认为 蒙牛
蒙牛 乳业
乳业 伊利
伊利 股份
股份 光明
光明 乳业
乳业 三
三 公司
公司 2008年
2008年 会
会 因为
因为 9
9 12月
12月 销售
销售 急剧
急剧 下降
下降 与
与 巨额
巨额 会计
会计 计
计 提
提 而
而 陷入
陷入 亏损
亏损 亏损
亏损 会
会 因为
因为 销售
销售 滑坡
滑坡 而
而 在
在 2009年
2009年 和
和 2010年
2010年 继续
继续 将
将 三
三 公司
公司 评级
评级 由
由 减持
减持 下调
下调 至
至 回避
回避 7
7 8月份
8月份 国内外
国内外 经济
经济 环境
环境 不
不 景气
景气 以
以 及
及 原材料
原材料 价
价 格
格 的
的 不断
不断 上涨
上涨 使得
使得 酒类
酒类 行业
行业 业绩
业绩 增速
增速 明显
明显 回落
回落 综合
综合 上述
上述 行业
行业 景气
景气 度
度 的
的 分化
分化 导致
导致 上市
上市 公司
公司 三
三 季报
季报 业绩
业绩 冷暖
冷暖 不
不 均
均 整体
整体 业绩
业绩 水平
水平 增幅
增幅 将
将 继续
继续 放缓
放缓 不
不 过
过 从
从 工业
工业 企业
企业 的
的 利润
利润 增长
增长 来
来 看
看 上市
上市 公司
公司 三季报
三季报 的
的 业绩
业绩 增速
增速 没有
没有 市场
市场 预期
预期 的
的 那
那 么
么 差
差 今年
今年 1
1 8月份
8月份 全国
全国 规模
规模 以上
以上 工业
工业 企业
企业 利润
利润 同比
同比 增长
增长 19
19 4
4 这
这 一
一 数据
数据 大大
大大 好
好 于
于 市场
市场 预期
预期 另外
另外 目前
目前 披露
披露 业绩
业绩 预告
预告 的
的 大多
大多 为
为 受外
受外 界
界 因素
因素 影响
影响 波动
波动 较
较 大
大 的
的 中小企业
中小企业 而
而 业绩
业绩 一向
一向 优良
优良 的
的 多数
多数 大盘
大盘 蓝筹
蓝筹 公司
公司 却
却 并
并 未
未 预告
预告 相关
相关 业绩
业绩 由此
由此 看
看 来
来 上市
上市 公司
公司 三季度
三季度 整体
整体 业绩
业绩 较
较 当前
当前 预告
预告 状况
状况 或
或 将
将 更
更 乐观
乐观 一些
一些 三季报
三季报 的
的 公布
公布 或
或 将
将 成为
成为 趋势
趋势 投资者
投资者 大举
大举 进入
进入 的
的 契机
契机 记者
记者 赵学毅
赵学毅 Log
Log o
o gif
gif 分享
分享 到
到 更
更 多
多 0
0 人
人 BUTTON
BUTTON Input
Input not
not implemented
implemented 0
0 人
人 参与
参与 0条
0条 评论
评论 打印
打印 转发
转发 相关
相关 专题
专题 三季报
三季报 行情
行情 能
能 否
否 如期
如期 而
而 至
至 更
更 多
多 保险业
保险业 更
更 多
多 原材料
原材料 凤凰网
凤凰网 官方
官方 推荐
推荐 玩
玩 模拟
模拟 炒股
炒股 大赛
大赛 天
天 天
天 赢
赢 现金
现金 大奖
大奖 炒股
炒股 大赛
大赛 指定
指定 安全
安全 炒股
炒股 卫士
卫士 免责
免责 声明
声明 本文
本文 仅
仅 代表
代表 作者
作者 个人
个人 观点
观点 与
与 凤凰网
凤凰网 无关
无关 其
其 原创性
原创性 以及
以及 文中
文中 陈述
陈述 文字
文字 和
和 内容
内容 未
未 经
经 本站
本站 证实
证实 对
对 本文
本文 以及
以及 其中
其中 全部
全部 或者
或者 部分
部分 内容
内容 文字
文字 的
的 真实性
真实性 完整
完整 性
性 及时性
及时性 本站
本站 不
不 作
作 任何
任何 保证
保证 或
或 承诺
承诺 请
请 读者
读者 仅
仅 作
作 参考
参考 并
并 请
请 自行
自行 核实
核实 相关
相关 内容
内容 3
3 g
g ifeng
ifeng com
com 用
用 手机
手机 随时随地
随时随地 看
看 新闻
新闻 返回
返回 凤凰网
凤凰网 财经
财经 首
首 页
页 深圳
深圳 砍
砍 人
人 现场
现场 深圳
深圳 砍
砍 人
人 现场
现场 湖北
湖北 一
一 男子
男子 持刀
持刀 拒捕
拒捕 捅伤
捅伤 多
多 人
人 被
被 击毙
击毙 04
04 21
21 07
07 02
02 04
04 21
21 07
07 02
02 04
04 21
21 07
07 02
02 04
04 21
21 06
06 49
49 04
04 21
21 11
11 28
28 深圳
深圳 砍
砍 人
人 现场
现场 深圳
深圳 砍
砍 人
人 现场
现场 女星
女星 身材
身材 变
变 丰满
丰满 乐
乐 坏
坏 男友
男友 和
和 宠物
宠物 狗
狗 图
图 03
03 09
09 16
16 46
46 02
02 24
24 09
09 56
56 03
03 09
09 16
16 45
45 03
03 09
09 16
16 45
45 02
02 27
27 16
16 10
10 深圳
深圳 砍
砍 人
人 现场
现场 深圳
深圳 砍
砍 人
人 现场
现场 传张
传张 惠妹
惠妹 遭
遭 小
小 男友
男友 爆粗
爆粗 语言
语言 暴力
暴力 要
要 警惕
警惕 03
03 13
13 08
08 17
17 03
03 12
12 08
08 43
43 03
03 12
12 07
07 22
22 03
03 12
12 07
07 57
57 03
03 20
20 09
09 48
48 深圳
深圳 砍
砍 人
人 现场
现场 深圳
深圳 砍
砍 人
人 现场
现场 健康
健康 专
专 家
家 称
称 一
一 天
天 三
三 杯
杯 奶
奶 反而
反而 会
会 增加
增加 死亡
死亡 危
危 09
09 07
07 09
09 38
38 09
09 07
07 09
09 38
38 09
09 07
07 09
09 39
39 09
09 07
07 09
09 39
39 09
09 07
07 09
09 39
39 深圳
深圳 砍
砍 人
人 现场
现场 深圳
深圳 砍
砍 人
人 现场
现场 毛周
毛周 眼中
眼中 最佳
最佳 总后
总后 部长
部长 屡
屡 因
因 性骚扰
性骚扰 被
被 04
04 26
26 09
09 49
49 04
04 23
23 08
08 47
47 04
04 23
23 08
08 57
57 04
04 23
23 09
09 14
14 04
04 23
23 09
09 22
22 网
网 罗
罗 天下
天下 糖尿病
糖尿病 降
降 血糖
血糖 稳血糖
稳血糖 秘诀
秘诀 提示
提示 得
得 了
了 冠心病
冠心病 怎
怎 么
么 办
办 男人
男人 吃什
吃什 么
么 强壮
强壮 必
必 看
看 组图
组图 颈椎病
颈椎病 警惕
警惕 脑
脑 供
供 血
血 不
不 足
足 耳鸣
耳鸣 重视
重视 耳鸣
耳鸣 远离
远离 耳聋
耳聋 打呼噜
打呼噜 可
可 诱发
诱发 缺氧性
缺氧性 脑
脑 萎缩
萎缩 频道
频道 推荐
推荐 黄金
黄金 价
价 格
格 新年
新年 现
现 开门红
开门红 专
专 家
家 支招
支招 投资
投资 一
一 张
张 图
图 揭藏
揭藏 在
在 年货
年货 里
里 的
的 税
税 算算
算算 过年
过年 你
你 交
交 了
了 多少
多少 税
税 来
来 源
源 360
360 新闻
新闻 新闻
新闻 热搜词
热搜词 商讯
商讯 财富
财富 派
派 聪明
聪明 主播
主播 选择
选择 的
的 神秘
神秘 另
另 一半
一半 靠
靠 打
打 扑克
扑克 挣
挣 千万
千万 的
的 女
女 学生
学生 富
富 二
二 代
代 演
演 自己
自己 奢华
奢华 生活
生活 李嘉诚
李嘉诚 的
的 红颜知己
红颜知己 视频
视频 48
48 小时
小时 点击
点击 排行
排行 资讯
资讯 大陆
大陆 国际
国际 台湾
台湾 社会
社会 深度
深度 专题
专题 图片
图片 中国
中国 政要
政要 资料库
资料库 时事
时事 开
开 讲
讲 防务
防务 观察
观察 防务
防务 写真
写真 中国
中国 军情
军情 环球
环球 军情
军情 NBA
NBA CBA
CBA 大局
大局 观
观 中
中 超
超 国际
国际 足球
足球 图片
图片 轶闻
轶闻 秘档
秘档 历史
历史 映像室
映像室 历史
历史 专题
专题 民间
民间 说
说 史
史 文化
文化 时
时 评
评 文坛
文坛 往事
往事 人文
人文 轶闻
轶闻 文化
文化 热点
热点 高考
高考 公务员
公务员 考研
考研 育人者
育人者 教育
教育 投诉
投诉 财经
财经 房产
房产 宏观
宏观 经济
经济 环球
环球 财经
财经 商业
商业 新闻
新闻 民生
民生 消费
消费 商业
商业 评论
评论 宏观
宏观 分析
分析 金融
金融 观察
观察 财
财 知道
知道 外媒
外媒 视角
视角 炒股
炒股 大赛
大赛 图解
图解 资金
资金 流向
流向 投资
投资 观察
观察 龙虎榜
龙虎榜 点评
点评 黑马
黑马 追踪
追踪 明星
明星 分析
分析 师
师 基金
基金 理财
理财 银行
银行 保险
保险 外汇
外汇 期货
期货 黄金
黄金 收藏
收藏 职场
职场 资讯
资讯 政策
政策 市场
市场 专题
专题 高清
高清 大图
大图 豪宅
豪宅 |家
|家 居
居 建筑
建筑 风水
风水 访谈
访谈 置业
置业 房企
房企 曝光
曝光 新
新 盘
盘 公寓
公寓 别墅
别墅 商业
商业 旅游
旅游 海外
海外 养老
养老 热帖
热帖 宅
宅 男宅
男宅 女
女 娱乐
娱乐 时尚
时尚 明星
明星 风月
风月 江湖
江湖 明星库
明星库 电影
电影 百步
百步 穿影
穿影 观影团
观影团 星座
星座 塔
塔 罗|
罗| 演出
演出 凤凰网
凤凰网 非常
非常 道
道 星光邦
星光邦 时装
时装 美容
美容 美体
美体 论坛
论坛 化妆品库
化妆品库 试用
试用 中心
中心 情感
情感 奢侈品
奢侈品 图片
图片 时尚
时尚 品牌库
品牌库 汽车
汽车 旅游
旅游 业界
业界 评论
评论 访谈
访谈 报告
报告 新
新 车
车 国内
国内 海外
海外 谍照
谍照 购
购 车
车 导购
导购 试
试 驾
驾 图解
图解 文化
文化 人文
人文 酷车
酷车 游记
游记 用
用 车
车 专栏
专栏 二手车
二手车 赛事
赛事 城市
城市 站
站 经销商
经销商 论坛
论坛 报
报 价
价 库
库 图片库
图片库 对话
对话 专栏
专栏 城市
城市 之
之 星
星 陕西
陕西 河南
河南 广州
广州 重庆
重庆 青岛
青岛 福州
福州 厦门
厦门 宁波
宁波 辽宁
辽宁 山东
山东 天津
天津 百
百 家
家 迹忆
迹忆 全球
全球 GO
GO 专题
专题 游
游 中
中 感动
感动 红
红 酒
酒 美食
美食 出境游
出境游 国内
国内 游
游 周边
周边 游
游 列国志
列国志 九州
九州 记
记 浮生
浮生 闲
闲 景点
景点 大全
大全 高清
高清 大图
大图 科技
科技 健康
健康 通信
通信 3
3 G
G 互联网
互联网 IT
IT 数码
数码 频道
频道 笔记本
笔记本 科技
科技 专题
专题 探索
探索 养生
养生 食疗
食疗 心理
心理 疾病
疾病 热点
热点 论坛
论坛 找
找 大夫
大夫 图库
图库 百科
百科 疾病
疾病 查询
查询 专题
专题 卡路
卡路 里
里 计算器
计算器 视频
视频 健康
健康 无
无 小事
小事 凤凰
凤凰 新
新 媒体
媒体 介绍
介绍 投资者
投资者 关系
关系 Investor
Investor Relations
Relations 广告
广告 服务
服务 诚征
诚征 英才
英才 保护
保护 隐私权
隐私权 免责
免责 条款
条款 意见
意见 反馈
反馈 凤凰
凤凰 卫视
卫视 介绍
介绍 Reserve
Reserve d
d a
a gif
gif a
a c
c 860010
860010 2063990101
2063990101 
