Model loaded
她 对
对 越明
越明 的
的 恼怒
恼怒 失去
失去 汉斯
汉斯 的
的 悲痛
悲痛 以
以 及
及 对
对 百川
百川 的
的 欲望
欲望 的
的 描绘
描绘 显示
显示 出
出 了
了 女
女 主人公
主人公 的
的 寂寞
寂寞 心理
心理 总之
总之 在
在 那个
那个 叫
叫 藻溪
藻溪 的
的 狭小
狭小 世界
世界 里
里 她
她 遭遇
遭遇 了
了 她
她 的
的 大世界
大世界 里
里 所
所 不
不 曾
曾 遭遇
遭遇 过
过 的
的 东西
东西 就
就 探索
探索 女性
女性 心理
心理 的
的 多重
多重 可能性
可能性 而言
而言 这部
这部 小说
小说 是
是 很
很 成功
成功 的
的 在
在 末雁无奈
末雁无奈 的
的 慨叹
慨叹 背后
背后 我们
我们 眼前
眼前 似乎
似乎 又
又 浮现
浮现 出
出 张爱玲
张爱玲 那
那 美丽
美丽 而
而 苍凉
苍凉 的
的 手势
手势 不
不 过
过 张爱玲式
张爱玲式 的
的 无奈
无奈 绝望
绝望 和
和 悲凉
悲凉 在
在 张翎
张翎 这里
这里 应当
应当 不
不 是
是 本意
本意 张翎
张翎 小说
小说 中
中 的
的 人物
人物 总
总 会
会 在
在 此时
此时 此地
此地 遭遇
遭遇 困境
困境 也
也 总
总 有
有 命运
命运 无常
无常 的
的 的
的 感慨
感慨 但
但 她们
她们 仍然
仍然 极力
极力 寻找
寻找 沟通
沟通 和
和 慰藉
慰藉 在
在 彼时彼地
彼时彼地 寻找
寻找 到
到 绝望
绝望 后
后 的
的 希望
希望 苦难
苦难 之后
之后 的
的 慰藉
慰藉 文中
文中 的
的 末雁
末雁 虽然
虽然 遭受
遭受 失母
失母 离婚
离婚 的
的 多重
多重 打击
打击 但
但 从
从 来
来 没有
没有 关闭
关闭 心灵
心灵 的
的 窗扉
窗扉 这
这 点
点 从
从 她
她 和
和 汉斯
汉斯 百
百 川
川 的
的 心灵
心灵 对话
对话 中
中 可以
可以 读出
读出 三
三 历史
历史 风云
风云 下
下 的
的 女性
女性 之
之 痛
痛 有
有 论者
论者 指出
指出 张翎
张翎 最
最 擅长
擅长 在
在 风月
风月 里
里 融
融 进
进 风云
风云 从
从 望月
望月 到
到 交错
交错 的
的 彼岸
彼岸 再
再 到
到 邮购新娘
邮购新娘 几乎
几乎 都
都 是
是 一
一 部
部 中国
中国 现代史
现代史 的
的 别样
别样 演绎
演绎 确
确 实
实 张翎
张翎 的
的 小说
小说 常常
常常 于
于 虚构
虚构 中
中 包孕
包孕 着
着 时代
时代 风云
风云 历史
历史 沧桑
沧桑 然而
然而 中篇小说
中篇小说 雁过藻溪
雁过藻溪 则
则 似乎
似乎 有些
有些 与众不同
与众不同 雁过藻溪
雁过藻溪 中
中 倒影
倒影 着
着 土改
土改 运动
运动 的
的 影子
影子 往日
往日 的
的 乡亲
乡亲 们
们 被
被 阶级
阶级 仇恨
仇恨 膨胀
膨胀 了
了 自己
自己 的
的 恨
恨 和
和 欲望
欲望 对
对 一个
一个 手无寸铁
手无寸铁 的
的 弱
弱 女子
女子 展现
展现 了
了 狰狞
狰狞 的
的 面容
面容 张翎
张翎 仿佛
仿佛 故意
故意 不
不 去
去 聚焦
聚焦 那些
那些 昨日
昨日 汹涌
汹涌 激荡
激荡 的
的 宏大
宏大 事件
事件 但
但 透过
透过 平静
平静 的
的 文字
文字 看到
看到 深处
深处 穿过
穿过 那
那 被
被 兽性
兽性 喘息
喘息 淹没
淹没 的
的 地主宅院
地主宅院 时
时 我们
我们 仍
仍 能
能 感受
感受 到
到 土改
土改 时期
时期 被
被 放大
放大 到
到 极致
极致 的
的 人性
人性 之
之 恶
恶 但
但 这
这 也
也 仅仅
仅仅 是
是 作为
作为 张翎
张翎 笔下
笔下 女性
女性 人物
人物 命运
命运 发展
发展 的
的 背景
背景 而
而 存在
存在 的
的 张翎
张翎 说
说 过
过 女人
女人 的
的 每
每 一个
一个 故事
故事 都
都 是
是 与
与 历史
历史 无言
无言 的
的 抗争
抗争 雁过藻溪
雁过藻溪 中
中 张翎
张翎 正是
正是 从
从 女性
女性 视角
视角 出发
出发 她
她 试图
试图 通过
通过 主人公
主人公 的
的 爱恨情仇
爱恨情仇 和
和 聚散离合
聚散离合 挖掘
挖掘 女性
女性 内心
内心 揭示
揭示 被
被 遮蔽
遮蔽 的
的 女性
女性 的
的 遭际
遭际 命运
命运 使
使 历史
历史 因为
因为 有
有 女性
女性 的
的 存在
存在 和
和 参与
参与 而
而 显得
显得 真实
真实 和
和 丰厚
丰厚 触摸
触摸 和
和 感受
感受 历史
历史 风云变幻
风云变幻 中
中 三
三 代
代 女性
女性 的
的 悲怆
悲怆 表现
表现 出
出 了
了 充分
充分 的
的 女性
女性 自觉
自觉 意识
意识 母亲
母亲 黄信月
黄信月 少女
少女 时代
时代 无端
无端 地
地 被
被 卷入
卷入 土改
土改 政治
政治 斗争
斗争 的
的 旋涡
旋涡 之中
之中 经受
经受 了
了 丧失
丧失 人性
人性 的
的 折磨
折磨 羞辱
羞辱 她
她 逃离
逃离 出
出 火坑
火坑 沉默寡言
沉默寡言 了
了 一辈子
一辈子 至
至 死
死 也
也 不
不 敢
敢 吐露
吐露 女儿
女儿 的
的 身世
身世 之
之 谜
谜 对于
对于 一个
一个 母亲
母亲 一个
一个 女人
女人 这样
这样 屈辱
屈辱 而
而 难以
难以 启齿
启齿 的
的 一生
一生 她
她 内心
内心 的
的 煎熬
煎熬 该
该 是
是 多
多 么
么 难以忍受
难以忍受 和
和 痛苦
痛苦 何况
何况 自己
自己 亲生
亲生 的
的 女儿
女儿 一直
一直 抱怨
抱怨 于
于 她
她 始终
始终 不
不 能
能 给
给 予
予 理解
理解 谅解
谅解 更
更 使
使 她
她 至
至 死
死 都
都 难以
难以 瞑目
瞑目 女儿
女儿 末雁
末雁 出身
出身 于
于 高干
高干 家
家 庭
庭 成长
成长 之
之 路
路 一帆风顺
一帆风顺 甚至
甚至 出国
出国 留学
留学 有
有 稳定
稳定 的
的 工作
工作 安逸
安逸 的
的 生活
生活 和
和 一个
一个 聪明伶俐
聪明伶俐 的
的 女儿
女儿 然而
然而 她
她 从小
从小 生活
生活 在
在 一
一 种
种 阴冷
阴冷 而
而 缺乏
缺乏 母爱
母爱 温暖
温暖 的
的 环境
环境 之中
之中 生活
生活 并
并 不
不 幸福
幸福 末雁
末雁 自幼
自幼 就
就 敏锐
敏锐 地
地 感受
感受 到
到 母亲
母亲 的
的 生分
生分 冷淡
冷淡 疏远
疏远 而
而 不
不 能
能 理解
理解 在
在 国外
国外 长年累月
长年累月 与
与 丈夫
丈夫 形同路人
形同路人 没有
没有 爱
爱 也
也 没有
没有 共同语言
共同语言 最后
最后 只有
只有 离婚
离婚 在
在 北极
北极 考察
考察 认识
认识 了
了 一
一 位
位 心灵
心灵 相通
相通 的
的 男人
男人 却
却 也
也 最终
最终 惹
惹 上
上 飞来横祸
飞来横祸 女儿
女儿 灵灵
灵灵 在
在 看到
看到 母亲
母亲 的
的 乱伦
乱伦 场景
场景 后
后 的
的 不
不 能
能 理解
理解 当
当 灵灵
灵灵 在
在 终篇
终篇 时
时 抖开
抖开 了
了 末雁
末雁 的
的 胳膊
胳膊 冷冷地
冷冷地 用
用 英语
英语 说
说 请
请 你
你 别
别 碰
碰 我
我 这
这 无异
无异 是
是 一
一 把
把 利剑
利剑 直
直 刺
刺 入
入 末雁
末雁 的
的 心窝
心窝 藻溪
藻溪 之
之 行
行 使
使 她
她 终于
终于 理解
理解 了
了 母亲
母亲 的
的 沉默
沉默 但是
但是 阻隔
阻隔 在
在 母亲
母亲 和
和 她
她 之间
之间 的
的 是
是 座
座 五十
五十 年
年 的
的 大山
大山 而
而 她们
她们 已经
已经 错过
错过 了
了 爬山
爬山 的
的 年龄
年龄 母亲
母亲 带
带 着
着 尘封
尘封 在
在 坚冰
坚冰 之下
之下 的
的 母爱
母爱 魂
魂 归
归 藻溪
藻溪 这
这 是
是 命运
命运 的
的 嘲讽
嘲讽 是
是 历史
历史 的
的 玩弄
玩弄 小女
小女 灵灵
灵灵 国外
国外 长大
长大 并
并 未
未 经受
经受 过
过 政治
政治 动乱
动乱 阶级斗争
阶级斗争 的
的 洗礼
洗礼 对
对 父母
父母 的
的 离异
离异 她
她 表现
表现 出
出 了
了 西方人
西方人 的
的 那
那 种
种 开通
开通 潇洒
潇洒 的
的 姿态
姿态 可
可 回到
回到 陌生
陌生 的
的 故乡
故乡 捧
捧 着
着 那
那 篾编
篾编 的
的 碗
碗 具
具 房子
房子 突然
突然 被
被 一
一 种
种 无法
无法 言喻
言喻 的
的 悲哀
悲哀 袭
袭 中
中 微笑
微笑 如
如 水
水 退
退 下
下 脸上
脸上 突然
突然 就
就 有
有 了
了 第一
第一 缕
缕 的
的 沧桑
沧桑 那个
那个 玩具
玩具 房子
房子 在
在 最
最 不
不 经意
经意 之间
之间 碰
碰 着
着 了
了 她
她 的
的 心
心 心
心 隐隐
隐隐 地
地 生疼
生疼 是
是 那种
那种 有
有 了
了 空洞
空洞 的
的 疼
疼 特别
特别 是
是 当
当 她
她 偶然
偶然 亲眼目睹
亲眼目睹 自己
自己 的
的 母亲
母亲 与
与 百
百 川
川 的
的 乱伦之后
乱伦之后 更
更 惊
惊 吓
吓 得
得 两
两 眼
眼 深
深 黑若井
黑若井 身体
身体 笔直
笔直 木然
木然 一
一 如
如 墙上
墙上 的
的 挂图
挂图 对于
对于 一个
一个 涉
涉 世
世 不
不 深
深 的
的 少女
少女 这
这 无疑
无疑 成
成 了
了 一个
一个 致命
致命 的
的 打击
打击 祖
祖 母
母 两
两 代
代 女人
女人 的
的 悲伤
悲伤 哀怨
哀怨 的
的 命运
命运 会
会 像
像 影子
影子 一样
一样 跟随
跟随 她
她 一生
一生 的
的 在
在 书写
书写 女性
女性 之
之 痛
痛 的
的 同时
同时 小说
小说 中
中 又
又 充满
充满 了
了 女性
女性 的
的 温情
温情 慈悲
慈悲 与
与 宽恕
宽恕 在
在 阶级斗争
阶级斗争 的
的 动乱
动乱 年代
年代 女性
女性 成为
成为 阶级斗争
阶级斗争 的
的 牺牲品
牺牲品 婶娘
婶娘 袁氏
袁氏 投井
投井 自尽
自尽 母亲
母亲 信月
信月 遭受
遭受 凌辱
凌辱 逃离
逃离 家
家 乡
乡 然而
然而 作
作 家
家 并
并 没有
没有 让
让 信月
信月 采用
采用 以
以 暴制暴
暴制暴 的
的 方式
方式 去
去 报复
报复 藻溪
藻溪 的
的 乡亲
乡亲 反而
反而 在
在 困难
困难 年代
年代 帮
帮 他们
他们 度过
度过 难关
难关 最终
最终 当年
当年 的
的 行恶者
行恶者 受到
受到 了
了 自然
自然 和
和 岁月
岁月 的
的 惩罚
惩罚 一直
一直 深受
深受 良心
良心 谴责
谴责 的
的 财求
财求 以
以 中风
中风 瘫痪
瘫痪 而
而 告终
告终 结语
结语 雁过藻溪
雁过藻溪 是
是 一
一 部
部 富有
富有 诗情画意
诗情画意 的
的 小说
小说 以
以 三
三 代
代 女性
女性 人生
人生 命运
命运 的
的 悲剧
悲剧 为
为 描写
描写 内容
内容 站
站 在
在 女性
女性 的
的 视角
视角 审视
审视 历史
历史 与
与 女性
女性 男性
男性 与
与 女性
女性 以及
以及 女性
女性 与
与 女性
女性 之间
之间 的
的 关
关 系
系 同时
同时 细致
细致 描绘
描绘 现代
现代 女性
女性 在
在 双重
双重 文化
文化 背景
背景 下
下 的
的 各种
各种 遭遇
遭遇 及其
及其 所
所 带
带 来
来 的
的 身心
身心 体验
体验 这种
这种 体验
体验 都
都 是
是 女性
女性 自己
自己 在
在 触摸
触摸 世界
世界 的
的 过程
过程 中
中 获得
获得 的
的 带有
带有 女性
女性 自觉
自觉 的
的 主体意识
主体意识 张翎
张翎 这种
这种 不
不 落
落 男性
男性 话语
话语 窠臼
窠臼 对
对 女性
女性 主体性
主体性 的
的 真实
真实 展现
展现 并
并 不
不 事先
事先 带有
带有 反
反 男权
男权 的
的 主观
主观 动机
动机 但
但 在
在 客观
客观 上
上 起
起 到
到 了
了 打破
打破 男性
男性 天然
天然 的
的 书写
书写 权利
权利 消解
消解 男性
男性 叙事
叙事 权威
权威 的
的 作用
作用 张翎
张翎 以
以 她
她 那
那 固有
固有 的
的 悲天悯人
悲天悯人 的
的 宽大
宽大 情怀
情怀 那
那 洞察
洞察 世事
世事 的
的 高远
高远 视野
视野 把
把 故国
故国 家
家 园
园 半
半 个
个 世纪
世纪 的
的 历史
历史 变迁
变迁 社会
社会 动乱
动乱 政治
政治 风云
风云 家
家 族
族 兴衰
兴衰 人际风情
人际风情 以及
以及 漂
漂 泊
泊 海外
海外 的
的 流浪
流浪 生涯
生涯 婚恋
婚恋 离异
离异 甚至
甚至 极地
极地 探险
探险 的
的 生死
生死 搏斗
搏斗 尽收
尽收 笔下
笔下 这里
这里 不
不 仅
仅 有
有 爱
爱 和
和 恨
恨 情
情 与
与 仇
仇 生
生 与
与 死
死 诱惑
诱惑 与
与 欲望
欲望 悲伤
悲伤 与
与 痛苦
痛苦 等等
等等 情感
情感 世界
世界 细致入微
细致入微 的
的 动
动 人
人 描述
描述 而且
而且 还有
还有 形而上
形而上 的
的 人生
人生 哲理
哲理 伦理
伦理 道德
道德 历史
历史 功过
功过 政治
政治 是非
是非 人性曲直
人性曲直 的
的 深入
深入 解剖
解剖 和
和 思考
思考 这
这 是
是 一
一 幅
幅 深广
深广 博大
博大 的
的 历史
历史 画卷
画卷 也
也 是
是 一
一 曲
曲 凄婉
凄婉 忧伤
忧伤 的
的 女性
女性 悲
悲 歌
歌 参考
参考 文献
文献 1
1 张
张 翎
翎 雁
雁 过
过 藻溪
藻溪 M
M 上海
上海 华东
华东 师范大学
师范大学 出版社
出版社 2009
2009 2
2 弗吉尼亚
弗吉尼亚 伍尔
伍尔 芙
芙 妇女
妇女 与
与 创作
创作 见
见 玛丽
玛丽 伊格尔顿
伊格尔顿 女权主义
女权主义 文学
文学 理论
理论 M
M 长沙
长沙 湖南
湖南 文艺
文艺 出版社
出版社 1989
1989 3
3 陈瑞琳
陈瑞琳 风雨
风雨 故人
故人 交错
交错 彼岸
彼岸 J
J 华文
华文 文学
文学 2001
2001 3
3 4
4 张
张 翎
翎 关于
关于 藻溪
藻溪 和
和 雁过藻溪
雁过藻溪 J
J 江南
江南 2007
2007 2
2 5
5 房
房 萍
萍 历史
历史 女性
女性 第三
第三 地
地 张翎小说
张翎小说 水
水 叙事
叙事 J
J 当代
当代 文学
文学 2009
2009 11
11 6
6 房
房 萍
萍 身份
身份 时空
时空 性别
性别 张翎小说
张翎小说 的
的 意象
意象 修辞
修辞 J
J 社会科学
社会科学 论坛
论坛 2009
2009 6
6 7
7 陈瑞琳
陈瑞琳 遥
遥 看
看 红尘
红尘 缘起
缘起 缘灭
缘灭 解构
解构 旅加
旅加 女作
女作 家
家 张翎
张翎 的
的 小说
小说 EB
EB OL
OL http
http w
w w
w w
w chinawriter
chinawriter com
com c
c n
n 关键
关键 字
字 论文
论文 篇
篇 论文
论文 投稿
投稿 咨询
咨询 文学
文学 论文
论文 栏目
栏目 分类
分类 热门
热门 排行
排行 推荐
推荐 信息
信息 期刊
期刊 知识
知识 网络
网络 客服
客服 QQ
QQ q
q q
q gif
gif 沈编辑
沈编辑 投诉
投诉 建议
建议 0373
0373 5939925
5939925 投诉
投诉 建议
建议 QQ
QQ q
q q
q gif
gif 招聘
招聘 合作
合作 2851259250
2851259250 q
q q
q com
com 如
如 您
您 是
是 期刊
期刊 主编
主编 文章
文章 高手
高手 可
可 通过
通过 邮件
邮件 合作
合作 免责
免责 声明
声明 中州
中州 期刊
期刊 联盟
联盟 所
所 提供
提供 的
的 信息
信息 资源
资源 如
如 有
有 侵权
侵权 违规
违规 请
请 及时
及时 告知
告知 法律
法律 顾问
顾问 北京
北京 京师
京师 新乡
新乡 律师
律师 事务所
事务所 关注
关注 中州
中州 期刊
期刊 联盟
联盟 公众
公众 号
号 了
了 解
解 论文
论文 写作
写作 全
全 系列
系列 课程
课程 核心
核心 期刊
期刊 为何
为何 难
难 发
发 论文
论文 发表
发表 总
总 嫌
嫌 贵
贵 职院
